8.0,669579,5.8,159.0
0.0,255733,1.3,4.2
7.0,798392,4.7,108.4
1.0,1248467,1.3,5.9
4.0,677853,3.0,42.5
11.0,359526,14.6,712.1
14.0,42008,62.8,7510.4
