3.0,732224,2.4,29.1
2.0,797774,1.9,17.1
10.0,551247,9.9,387.7
13.0,116306,28.5,2255.8
6.0,795145,3.9,76.9
5.0,748285,3.4,56.9
9.0,636222,7.3,232.3
